pair,task,kind,method,window,ratio,n,score,actual_budget,budget_std,protocol_version,query_sketch_mode,path,coverage_achieved,coverage_satisfied_layer_ratio,tau,scale
pair4_falcon3_7b_same,countries,fairness_random,Random,,0.25,200,0.025,0.32484185,0.01730191827304522,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/countries/fairness_random/random_r0.25_0715_2328,nan,nan,,
pair4_falcon3_7b_same,countries,fairness_random,Random,,0.3,200,0.025,0.331354715,0.00890125595360186,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/countries/fairness_random/random_r0.30_0715_2328,nan,nan,,
pair4_falcon3_7b_same,countries,fairness_random,Random,,0.35,200,0.065,0.3723254349999998,0.006627896359065038,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/countries/fairness_random/random_r0.35_0715_2329,nan,nan,,
pair4_falcon3_7b_same,countries,fairness_random,Random,,0.4,200,0.09,0.42175353500000073,0.006829888411779638,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/countries/fairness_random/random_r0.40_0715_2329,nan,nan,,
pair4_falcon3_7b_same,countries,fairness_random,Random,,0.5,200,0.155,0.5182685900000006,0.008663965666323726,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/countries/fairness_random/random_r0.50_0715_2330,nan,nan,,
pair4_falcon3_7b_same,countries,fairness_random,Random,,0.6,200,0.205,0.6139609100000001,0.006829650590465022,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/countries/fairness_random/random_r0.60_0715_2331,nan,nan,,
pair4_falcon3_7b_same,countries,coverage,B-ReKV,8,,200,0.25,0.43569405999999977,0.01701247791890134,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/countries/coverage/cov_t0.95_s0.75_w8_0715_2331,0.8829461000000001,0.0,0.95,0.75
pair4_falcon3_7b_same,hotpotqa,fairness_rekv,ReKV,8,0.1,500,0.17,0.1465286259999999,0.01967000107286569,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_rekv/rekv_w8_r0.10_0715_2332,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_rekv,ReKV,8,0.15,500,0.254,0.181591536,0.005712006692364014,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_rekv/rekv_w8_r0.15_0715_2335,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_rekv,ReKV,8,0.2,500,0.356,0.2286819840000002,0.002387360645031012,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_rekv/rekv_w8_r0.20_0715_2337,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_rekv,ReKV,8,0.25,500,0.416,0.27673920399999985,0.002597998148410097,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_rekv/rekv_w8_r0.25_0715_2339,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_rekv,ReKV,8,0.3,500,0.446,0.32520604799999964,0.002517732861767202,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_rekv/rekv_w8_r0.30_0715_2341,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_rekv,ReKV,8,0.35,500,0.482,0.37305822799999955,0.002508956247310388,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_rekv/rekv_w8_r0.35_0715_2343,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_rekv,ReKV,8,0.4,500,0.522,0.4215907099999994,0.0025887207861252726,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_rekv/rekv_w8_r0.40_0715_2345,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_rekv,ReKV,8,0.5,500,0.584,0.5176767299999989,0.003107342191018588,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_rekv/rekv_w8_r0.50_0715_2347,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_rekv,ReKV,8,0.6,500,0.6,0.6141236979999998,0.002588827692303387,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_rekv/rekv_w8_r0.60_0715_2349,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_evict,ValueNorm/Evict,,0.1,500,0.15,0.1465286259999999,0.01967000107286569,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_evict/evict_r0.10_0715_2351,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_evict,ValueNorm/Evict,,0.15,500,0.19,0.181591536,0.005712006692364014,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_evict/evict_r0.15_0715_2353,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_evict,ValueNorm/Evict,,0.2,500,0.25,0.2286819840000002,0.002387360645031012,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_evict/evict_r0.20_0715_2355,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_evict,ValueNorm/Evict,,0.25,500,0.31,0.27673920399999985,0.002597998148410097,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_evict/evict_r0.25_0715_2358,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_evict,ValueNorm/Evict,,0.3,500,0.37,0.32520604799999964,0.002517732861767202,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_evict/evict_r0.30_0716_0000,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_evict,ValueNorm/Evict,,0.35,500,0.43,0.37305822799999955,0.002508956247310388,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_evict/evict_r0.35_0716_0002,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_evict,ValueNorm/Evict,,0.4,500,0.474,0.4215907099999994,0.0025887207861252726,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_evict/evict_r0.40_0716_0004,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_evict,ValueNorm/Evict,,0.5,500,0.51,0.5176767299999989,0.003107342191018588,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_evict/evict_r0.50_0716_0005,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_evict,ValueNorm/Evict,,0.6,500,0.566,0.6141236979999998,0.002588827692303387,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_evict/evict_r0.60_0716_0007,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_random,Random,,0.1,500,0.136,0.1465286259999999,0.01967000107286569,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_random/random_r0.10_0716_0009,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_random,Random,,0.15,500,0.156,0.181591536,0.005712006692364014,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_random/random_r0.15_0716_0012,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_random,Random,,0.2,500,0.202,0.2286819840000002,0.002387360645031012,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_random/random_r0.20_0716_0014,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_random,Random,,0.25,500,0.272,0.27673920399999985,0.002597998148410097,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_random/random_r0.25_0716_0017,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_random,Random,,0.3,500,0.318,0.32520604799999964,0.002517732861767202,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_random/random_r0.30_0716_0019,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_random,Random,,0.35,500,0.336,0.37305822799999955,0.002508956247310388,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_random/random_r0.35_0716_0022,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_random,Random,,0.4,500,0.394,0.4215907099999994,0.0025887207861252726,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_random/random_r0.40_0716_0024,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_random,Random,,0.5,500,0.44,0.5176767299999989,0.003107342191018588,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_random/random_r0.50_0716_0026,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,fairness_random,Random,,0.6,500,0.514,0.6141236979999998,0.002588827692303387,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/fairness_random/random_r0.60_0716_0028,nan,nan,,
pair4_falcon3_7b_same,hotpotqa,coverage,B-ReKV,8,,500,0.426,0.3392620719999996,0.03850331225403705,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/hotpotqa/coverage/cov_t0.95_s0.75_w8_0716_0030,0.9215321399999994,0.0,0.95,0.75
pair4_falcon3_7b_same,musique,fairness_rekv,ReKV,8,0.1,500,0.15,0.13222600600000006,0.0014023051741925273,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_rekv/rekv_w8_r0.10_0716_0032,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_rekv,ReKV,8,0.15,500,0.224,0.180302318,0.00103702598359796,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_rekv/rekv_w8_r0.15_0716_0035,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_rekv,ReKV,8,0.2,500,0.242,0.22864814800000036,0.00103728850035172,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_rekv/rekv_w8_r0.20_0716_0038,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_rekv,ReKV,8,0.25,500,0.274,0.27681837199999976,0.0011445435603501838,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_rekv/rekv_w8_r0.25_0716_0040,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_rekv,ReKV,8,0.3,500,0.3,0.3249809059999997,0.001003844777761821,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_rekv/rekv_w8_r0.30_0716_0043,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_rekv,ReKV,8,0.35,500,0.318,0.3731697440000001,0.0010305636386417777,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_rekv/rekv_w8_r0.35_0716_0046,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_rekv,ReKV,8,0.4,500,0.34,0.42146238399999947,0.0009564547872555883,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_rekv/rekv_w8_r0.40_0716_0048,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_rekv,ReKV,8,0.5,500,0.368,0.5178392219999988,0.0012200381514107642,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_rekv/rekv_w8_r0.50_0716_0051,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_rekv,ReKV,8,0.6,500,0.402,0.614252,0.0009564726341091015,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_rekv/rekv_w8_r0.60_0716_0054,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_evict,ValueNorm/Evict,,0.1,500,0.06,0.13222600600000006,0.0014023051741925273,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_evict/evict_r0.10_0716_0056,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_evict,ValueNorm/Evict,,0.15,500,0.118,0.180302318,0.00103702598359796,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_evict/evict_r0.15_0716_0100,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_evict,ValueNorm/Evict,,0.2,500,0.166,0.22864814800000036,0.00103728850035172,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_evict/evict_r0.20_0716_0103,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_evict,ValueNorm/Evict,,0.25,500,0.2,0.27681837199999976,0.0011445435603501838,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_evict/evict_r0.25_0716_0106,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_evict,ValueNorm/Evict,,0.3,500,0.23,0.3249809059999997,0.001003844777761821,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_evict/evict_r0.30_0716_0109,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_evict,ValueNorm/Evict,,0.35,500,0.27,0.3731697440000001,0.0010305636386417777,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_evict/evict_r0.35_0716_0111,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_evict,ValueNorm/Evict,,0.4,500,0.292,0.42146238399999947,0.0009564547872555883,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_evict/evict_r0.40_0716_0114,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_evict,ValueNorm/Evict,,0.5,500,0.314,0.5178392219999988,0.0012200381514107642,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_evict/evict_r0.50_0716_0117,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_evict,ValueNorm/Evict,,0.6,500,0.356,0.614252,0.0009564726341091015,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_evict/evict_r0.60_0716_0119,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_random,Random,,0.1,500,0.032,0.13222600600000006,0.0014023051741925273,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_random/random_r0.10_0716_0122,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_random,Random,,0.15,500,0.062,0.180302318,0.00103702598359796,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_random/random_r0.15_0716_0126,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_random,Random,,0.2,500,0.08,0.22864814800000036,0.00103728850035172,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_random/random_r0.20_0716_0129,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_random,Random,,0.25,500,0.116,0.27681837199999976,0.0011445435603501838,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_random/random_r0.25_0716_0133,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_random,Random,,0.3,500,0.154,0.3249809059999997,0.001003844777761821,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_random/random_r0.30_0716_0136,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_random,Random,,0.35,500,0.168,0.3731697440000001,0.0010305636386417777,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_random/random_r0.35_0716_0139,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_random,Random,,0.4,500,0.192,0.42146238399999947,0.0009564547872555883,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_random/random_r0.40_0716_0142,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_random,Random,,0.5,500,0.222,0.5178392219999988,0.0012200381514107642,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_random/random_r0.50_0716_0145,nan,nan,,
pair4_falcon3_7b_same,musique,fairness_random,Random,,0.6,500,0.286,0.614252,0.0009564726341091015,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/fairness_random/random_r0.60_0716_0148,nan,nan,,
pair4_falcon3_7b_same,musique,coverage,B-ReKV,8,,500,0.256,0.2592135399999999,0.036616492868875826,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/musique/coverage/cov_t0.95_s0.75_w8_0716_0151,0.9305564079999998,0.001333332,0.95,0.75
pair4_falcon3_7b_same,twowikimqa,fairness_rekv,ReKV,8,0.1,200,0.325,0.1321405749999999,5.773988088159859e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/twowikimqa/fairness_rekv/rekv_w8_r0.10_0716_0154,nan,nan,,
pair4_falcon3_7b_same,twowikimqa,fairness_rekv,ReKV,8,0.15,200,0.345,0.18036071500000006,5.781415186421774e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/twowikimqa/fairness_rekv/rekv_w8_r0.15_0716_0156,nan,nan,,
pair4_falcon3_7b_same,twowikimqa,fairness_rekv,ReKV,8,0.2,200,0.385,0.22857346500000023,5.5781147866338924e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/twowikimqa/fairness_rekv/rekv_w8_r0.20_0716_0158,nan,nan,,
pair4_falcon3_7b_same,twowikimqa,fairness_rekv,ReKV,8,0.25,200,0.4,0.2767861550000003,5.954594505811813e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/twowikimqa/fairness_rekv/rekv_w8_r0.25_0716_0201,nan,nan,,
pair4_falcon3_7b_same,twowikimqa,fairness_rekv,ReKV,8,0.3,200,0.38,0.3249991800000003,6.591686251498085e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/twowikimqa/fairness_rekv/rekv_w8_r0.30_0716_0203,nan,nan,,
pair4_falcon3_7b_same,twowikimqa,fairness_rekv,ReKV,8,0.35,200,0.385,0.373205575,6.25139532163308e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/twowikimqa/fairness_rekv/rekv_w8_r0.35_0716_0205,nan,nan,,
pair4_falcon3_7b_same,twowikimqa,fairness_rekv,ReKV,8,0.4,200,0.385,0.4214350200000004,5.641972640520433e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/twowikimqa/fairness_rekv/rekv_w8_r0.40_0716_0207,nan,nan,,
pair4_falcon3_7b_same,twowikimqa,fairness_rekv,ReKV,8,0.5,200,0.415,0.5178589100000012,7.308088655660783e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/twowikimqa/fairness_rekv/rekv_w8_r0.50_0716_0210,nan,nan,,
pair4_falcon3_7b_same,twowikimqa,fairness_rekv,ReKV,8,0.6,200,0.4,0.6142794250000003,5.6479323160988975e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/twowikimqa/fairness_rekv/rekv_w8_r0.60_0716_0212,nan,nan,,
pair4_falcon3_7b_same,twowikimqa,fairness_evict,ValueNorm/Evict,,0.1,200,0.275,0.1321405749999999,5.773988088159859e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/twowikimqa/fairness_evict/evict_r0.10_0716_0215,nan,nan,,
pair4_falcon3_7b_same,twowikimqa,fairness_evict,ValueNorm/Evict,,0.15,200,0.295,0.18036071500000006,5.781415186421774e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/twowikimqa/fairness_evict/evict_r0.15_0716_0217,nan,nan,,
pair4_falcon3_7b_same,twowikimqa,fairness_evict,ValueNorm/Evict,,0.2,200,0.31,0.22857346500000023,5.5781147866338924e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/twowikimqa/fairness_evict/evict_r0.20_0716_0219,nan,nan,,
pair4_falcon3_7b_same,twowikimqa,fairness_evict,ValueNorm/Evict,,0.25,200,0.295,0.2767861550000003,5.954594505811813e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/twowikimqa/fairness_evict/evict_r0.25_0716_0221,nan,nan,,
pair4_falcon3_7b_same,twowikimqa,fairness_evict,ValueNorm/Evict,,0.3,200,0.285,0.3249991800000003,6.591686251498085e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/twowikimqa/fairness_evict/evict_r0.30_0716_0223,nan,nan,,
pair4_falcon3_7b_same,twowikimqa,fairness_evict,ValueNorm/Evict,,0.35,200,0.27,0.373205575,6.25139532163308e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/twowikimqa/fairness_evict/evict_r0.35_0716_0226,nan,nan,,
pair4_falcon3_7b_same,twowikimqa,fairness_evict,ValueNorm/Evict,,0.4,200,0.29,0.4214350200000004,5.641972640520433e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/twowikimqa/fairness_evict/evict_r0.40_0716_0228,nan,nan,,
pair4_falcon3_7b_same,twowikimqa,fairness_evict,ValueNorm/Evict,,0.5,200,0.3,0.5178589100000012,7.308088655660783e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/twowikimqa/fairness_evict/evict_r0.50_0716_0230,nan,nan,,
pair4_falcon3_7b_same,twowikimqa,fairness_evict,ValueNorm/Evict,,0.6,200,0.315,0.6142794250000003,5.6479323160988975e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/twowikimqa/fairness_evict/evict_r0.60_0716_0232,nan,nan,,
pair4_falcon3_7b_same,twowikimqa,fairness_random,Random,,0.1,200,0.23,0.1321405749999999,5.773988088159859e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/twowikimqa/fairness_random/random_r0.10_0716_0235,nan,nan,,
pair4_falcon3_7b_same,twowikimqa,fairness_random,Random,,0.15,200,0.235,0.18036071500000006,5.781415186421774e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair4_falcon3_7b_same/twowikimqa/fairness_random/random_r0.15_0716_0237,nan,nan,,
